req_text;profession
Prezadas(os), bom dia! Solicito encaminhar comprovantes que atestem as datas de homologação de pagamento e comprovante de crédito junto à caixa econômica federal agência nº 2991, conta 00024325-9, operação 001 das competências de Janeiro de 2016 a dezembro de 2017. Atenciosamente, Anilson José de Souza.;government
Solicito o acesso as notas de corte do Sisu 1º semestre 2016 para todos os cursos ofertados, nas modalidades de ampla concorrência e para ações afirmativas, assim como o peso atribuído as pontuações no Enem, para cálculo da média, em cada um dos cursos. Muito obrigado;private
Qual o valor médio dos vencimentos do servidor no cargo de Assistente de Administração?;academic
SOLICITAM-SE OS CRITÉRIOS E/OU CONDIÇÕES A SEREM ADOTADOS PARA SAQUE DE VALORES DO FGTS EM DECORRÊNCIA DE MUDANÇA DE REGIME JURÍDICO CELETISTA - CLT PARA ESTATUTÁRIO, CONTESTANDO-SE, EM ESPECIAL, A SEGUINTE PERGUNTA: A) OS SERVIDORES QUE POSSUEM SALDO DO FGTS, QUANDO DA MUDANÇA PARA O REGIME JURÍDICO ÚNICO ESTATUÁRIO, PODEM SACAR ESTES VALORES IMEDIANTES, OU SEJA, ANTES DE 03 ANOS? B) ANEXAR ATOS ADMINISTRATIVOS TAIS COMO PARECER, DECRETO, LEI OU INSTRUÇÕES NORMATIVOS QUE DISCIPLINEM OS CASOS DE SERVIDORES REGIDOS PELA CLT QUE PASSARAM A SER ESTATUTÁRIOS.;academic
"Boa tarde. Eu já realizei uma consulta sobre o programa farmácia popular (Protocolo 25820000151201791), e me foi encaminhada a planilha anexa a este pedido. Entretanto no momento em que realizei o pedido, me esqueci de solicitar algumas informações. Gostaria de saber, dentro das compras realizadas, o nome de cada fornecedor e o nome de cada medicamento fornecido, com seus respectivos valores pagos e unidades adquiridas. O período pode continuar o mesmo do antigo pedido, 2011, 2012, 2013, 2014, 2015 e 2016. Se possivel manter as colunas de patologia do medicamento e em qual programa ele é destinado ""ação"".";private
_Necessito de certificado de conclusão de curso de Administração de Empresas que conclui na Faculdade de Administração e Economia Paulo Eiró, ou o correspondente histórico escolar. sendo que frequentei a primeira turma que se formou, quando a mencionada faculdade ainda não era reconhecida pelo MEC. O objetivo desta solicitação é comprovar a profissão de administrador de empresas perante o Sindicato dos Administradores de Empresa do Paraná, que administra um plano de Saúde da Unimed – Paraná cujo custo mensal é amplamente mais vantajoso do que os existentes no mercado._________________________________________________________________________________;private
Sr. (a) Responsável, Boa noite, Sou mestranda do Curso de Mestrado Profissional em Sistemas de Gestão da Universidade Federal Fluminense, e por força da minha dissertação de Mestrado, na linha de pesquisa Saúde do Trabalhador,gostaria muito de obter a seguinte informação: Qual providência a ser adotada por uma Instituição Pública Estadual para classificar as doenças relacionadas com o trabalho (doenças ocupacionais) e acidentes de trabalho que acometem seus servidores?Qual a norma que deve ser usada para o enquadramento das doenças relacionadas com o trabalho que acometem os policiais? Existe uma relação de doenças ocupacionais que acometem policiais civis e militares? Se sim, por favor, gostaria de conhecer o acesso às informações. Desde já, agradeço, Atenciosamente, Meire Cristine;government
"Bom dia. Por gentileza, peço o envio do relatório de 2017 (ou mais recente) do ""INVENTÁRIO FÍSICO DE BENS PATRIMONIAIS DO HOSPITAL UNIVERSITÁRIO CASSIANO ANTÔNO MORAES - HUCAM"". Através de uma pesquisa no Google, localizamos o relatório de 2013 no link: http://ebserh.mec.gov.br/images/pdf/contratos_adesao_huf/ufes/rel_patrimonio_03.pdf Caso exista relatório mais recente, peço o envio do PDF. Agradeço antecipadamente pela atenção.";government
A Caixa Econômica Federal fez alguma renovação de contratação por meio de licitação de serviços para exercerem atividades inerentes ao cargo de Técnico Bancário Novo durante o período 16/06/2014 a 01/03/2016? Quais os números dos contratos de serviços realizados pela CEF realizados e renovados durante o período 16/06/2014 a 01/03/2016 para as atividades inerentes ao cargo de Técnico Bancário Novo? Existe algum funcionário da CEF que exerce atividades relacionadas às atividades inerentes ao cargo de Técnico Bancário Novo que não tenha ingressado por meio de concurso público? Se sim, quantos e quais os contratos de referência? Considere atividades inerentes ao cargo de Técnico Bancário Novo: prestar atendimento e fornecer as informações a clientes e público, efetuar atividades administrativas necessárias ao bom andamento do trabalho, operar microcomputador, terminais e outros equipamentos existentes na Unidade, elaborar e redigir correspondências internas e (ou) destinadas aos clientes e ao público, realizar trabalho relativo à edição de textos e planilhas eletrônicas, arquivo, pesquisa cadastral, controle de protocolo e demais atividades operacionais, realizar outras atribuições correlatas, divulgar e promover a venda dos produtos da CAIXA.;government
Gostaria de saber se há pedido de solicitação dos 50% excedentes das vagas ofertadas no concurso público em vigor, para provimento de cargos de técnico Administrativo e de Técnico em Regulação de Aviação Civil, da Agência Nacional e Aviação Civil. Se sim, qual o andamento desse pedido e, ainda, a possibilidade de renovação desse concurso que expirará em 30/08/2017.;academic
Acesso ao requerimento formulado ao IPHAN-RJ que deu origem ao Processo de Tombamento n.º 1782 –T – 2016, referente às Ruínas da Igreja de São José da Boa Morte, em Cachoeiras de Macacu.;academic
Gostaria de ter acesso na íntegra ao contrato de locação de imóvel não-residencial que abrigou a Petrobras (até meados de 2014), localizado no Edifício City Tower, na Rua da Assembléia, 100, Centro, Rio de Janeiro - RJ. Meu objetivo é acessar informações como: valor de locação acordado, área (m²) locada, andares/conjuntos objeto da locação, prazo de contrato, índices de reajuste, carências (se houverem), Para isso, peço a gentileza que me enviem a cópia do primeiro contrato de locação e demais termos aditivos de renovação do contrato (se houverem).;private
Extratos de Cartão Corporativo em que há possíveis gastos com Serviço de Transcrição de Áudios (gravação de reuniões): no período de março de 2014 a setembro de 2015.;government
Bom dia Qual o procedimento que deverá ser realizado para poder ser atendido no centro de psoríase do HU PB? Médicos particulares podem encaminhar o paciente? Desde já agradeço;government
Gostaria de solicitar, para fins de pesquisa acadêmica, uma relação com as despesas totais detalhadas da Procuradoria da União no estado do Rio Grande do Norte. É muito importante que elas estejam detalhadas no maior grau possível, por exemplo, em despesas com aluguel, com energia e material de expediente. Vale a pena ressaltar que esta solicitação trata apenas de despesas realizadas (que concluíram todas os estágios) dentro do ano de 2016.;academic
Solicito a informação do valor da remuneração bruta de Engenheiro Civil e de Arquiteto conforme Plano de Cargos e Salários da instituição. Como sugestão, vocês poderiam encaminhar a tabela de Cargos e salários, informando quais os níveis inicial e final para os cargos de de Engenheiro Civil e de Arquiteto.;government
Fui admitido para cursar doutorado pleno em universidade do Québec no Canadá, com início em 2018. A Capes é responsável por recomendar doutorados brasileiros à isenção de taxas escolares oferecida pelo governo do Québec a uma cota de brasileiros (vide links abaixo). Solicito as seguintes informações com base na LAI: 1. Qual o setor/unidade competente para esse efeito, no âmbito da Capes? Qual a pessoa responsável por essa operação na Capes e seu email e telefone? 2. Qual o procedimento da Capes para essa recomendação? 3. Quais as instruções detalhadas para envio do formulário e documentos necessários? Links: http://www.education.gouv.qc.ca/references/publications/resultats-de-la-recherche/detail/article/exemptions-accordees-en-vertu-des-ententes-de-cooperation-signees-entre-le-gouvernement-du-quebec-et/ http://www.education.gouv.qc.ca/fileadmin/site_web/documents/PSG/aff_intern_canadiennes/Formulaire_exemptions_Annexe_II_MEES_07-2016.pdf;government
Solicito acesso à ata de reunião do ano de 2007 do Comitê Interministerial para Inclusão Social e Econômica dos Catadores de Materiais Reutilizáveis e Recicláveis (CIISC). No ano de 2007, o CIISC era coordenado pelo Ministério das Cidades e pelo Gabinete do Ministro de Estado Extraordinário de Segurança Alimentar e Combate à Fome.;academic
Prezados (as), Solicitamos os seguintes dados/informações: 1 - Nome da Unidade Responsável pelo Arquivo/Gestão Documental do Órgão, 2 - Posição/subordinação hierárquica do setor de Arquivo (Organograma), 3 - Endereço físico do setor de Arquivo, 4 - Site do setor de Arquivo, 5 - Telefone e e-mail do Responsável pelo setor de Arquivo, 6 - Nome, formação e cargo do Responsável do setor de Arquivo.;government
Venho atraves desta solicitar tempo real de contribuição registrado em meus dados, assim como gostaria de saber se o tempo prestado ao exercito entra como tempo de serviço?;private
A Universidade Federal Fluminense não cumpriu Sentença Judicial e intimação da Execução pelo Oficial de Justiça e posteriormente após fraude no CPC com sentença em primeiro grau após Sentença do Tribunal Recursal do RJ e Transito Julgado. Fica evidenciado Falsidade Ideológica tanto de membros da UFF como do Judiciário. Tais fatos foram motivo de pedido de informação via Ministério da Transparência e recursos em todos os níveis! Ficando MRI com CGU alegando que o canal não é para cumprir o art 116 da Lei 8112 de 88/89.;government
Boa tarde senhores, Venho por meio deste verificar, junto a este Instituto, a disponibilidade de vaga, a preencher, para DOCENTE em ADMINISTRAÇÃO. Caso seja possível, me coloco à disposição deste Instituto, como primeiro candidato à nomeação na lista de docentes em Administração do IFRR. Nesse sentido, adianto que já é previsto no edital do concurso do IFRR, a liberação de candidatos para APROVEITAMENTO em outras IFES. Deixo registrado, assim, minha disponibilidade em assumir a referida vaga junto ao IFMT, dada a sua ocorrência. Att, Yuri Bandeira Brandão;government
Gostaria de ter acesso ao documento em que o CNPq impede a UFG de considerar que os trabalhos finais dos projetos de PIBIC/PIVIC sejam apresentados nos Congressos Científicos das Regionais da UFG (fora de sede) e considerados válidos para finalização dos mesmos.;academic
A solicitação das propostas orçamentários do MRE,no período entre 2011 a 2015, do governo Dilma Rousseff para fins de pesquisa.;academic
Prezados, gostaria de ter acesso aos dados sobre o consumo mensal de energia elétrica por município dos estados do Amazonas, Pará, Tocantins, Mato Grosso, Goiás e Bahia, por classe de consumo, para o período compreendido entre 2000 e 2015 (ou para o período que estiver disponível). Caso não disponham, gostaria de saber qual o nível mais desagregado dos dados que estão disponíveis. Att., Diogo Signor Florianópolis - SC;academic
"Prezado, sou estudante da Universidade de Brasília - UnB e estou participando de uma pesquisa com um grupo de trabalho acerca do tema ""o valor econômico da língua portuguesa mediante o PIB nacional"". Para viabilizar esse trabalho, precisamos de informações acerca de indicadores específicos, como música, cinema, pesquisas e livros. Nesse sentido, solicitamos a prestação de informações (ou relatórios, se houver) relativas a eventuais liberações de recursos voltados para o financiamento de filmes nacionais, shows de artistas brasileiros nos exercícios de 2017 e 2018. Desde já, agradecemos a colaboração. Guilherme Moreira";government
Prezados, Solicito a quantidade de Instruções Normativas (IN), incluídas as IN Conjuntas, publicadas pela Agência desde sua criação e quantas estão vigentes atualmente. Em resumo: Total de Instruções Normativas (IN) publicadas desde a criação da Agência: Total de Instruções Normativas (IN) vigentes em maio de 2017: Atenciosamente, Rodrigo Ottoni;government
Prezados, tenho algumas indagações: 1) Qual o salário base do cargo de nível superior e do cargo de nível médio? 2) Qual o percentual entre os interníveis do cargo de nível superior e do cargo de nível médio? 3) Existe gratificação por qualificação para o cargo de nível médio, se sim, qual o valor e qual o motivo de se ter a gratificação?;academic
Solicito acesso ao processo em tela, seus despachos, resposta e explicações de justificativa por mantê-lo ha 102 dias parado no mesmo setor.;government
Prezados, estou fazendo um trabalho referente à utilização do e-SIC e há aproximadamente 91 mil registros na tabela PEDIDOS com um IdSolicitante inexistente na tabela SOLICITANTES. Destaco que na tabela PEDIDOS há 111.750 IdSolicitante diferentes sendo o maior o número igual a 941.930 enquanto na tabela SOLICITANTES há apenas 19.879 registros sendo o maior número igual a 604.609. Diante do exposto, solicito os dados todos os usuários cadastrados no e-SIC conforme layout disponibilizado em http://www.consultaesic.cgu.gov.br/arquivosRelatorios/PedidosRespostas/Dicionario-Dados-Exportacao.txt.;government
Solicito que me sejam enviados os pareceres relativos às chamadas CNPq No 12/2016 - Bolsas de Produtividade em Pesquisa - PQ (Processo: 307014/2016-9) e Apoio a Projetos de Pesquisa / Universal 01/2016 - Faixa C - até R$ 120.000,00 (Processo: 405316/2016-0), bem como as planilhas com a classificação de todas solicitações. A chamada Universal teve seu resultado divulgado em 09/01/2017 e a chamada PQ teve seu resultado divulgado em 31/01/2017. Entretanto, os pareceres até hoje não me foram enviados. A indisponibilidade da classificação geral e de tais pareceres configura impedimento real ao meu direito de interposição de recurso e/ou reconsideração ao órgão.;government
Solicito informações acerca dos questionamentos que seguem anexo. Por se tratar sobre a gestão de documentos e a produção de documentos arquivísticos digitais nessa instituição, sugiro que as questões sejam respondidas pelo responsável pelo Setor de Arquivo/Gestão de Documentos e/ou pelo responsável pelo Setor de TI da instituição no que compete às atribuições desta unidade. Atenciosamente,;government
Pedido de informação para instrução de Mandado de Segurança contra Resolução 461/2018.;government
Relatório completo do Inventário do Rio Uruguai (2012), cobrindo as UHE's Garabi e Panambi;private
Prezados gestores e técnicos da ANTT, boa tarde. Solicito as informações e estatísticas de pesagem, por eixo, dos veículos comerciais aferidos na rodovia BR-101/RJ, ao longo do ano de 2017 ou de anos anteriores. Solicito que os dados discriminem os tipos de veículo e os pesos médios por eixo referentes a cada um. Essa informação será utilizada nos estudos de tráfego e no projeto de pavimentação do projeto de regularização do acesso ao Posto Oliveira, localizado na BR-101/RJ, km 265+000, Pista Sul. Cordialmente, Henrique Marques Engenheiro Civil CREA/RJ: 2009149070;government
Uma vez que nem todas as páginas virtuais das unidades disponibilizam os dados necessários, solicita-se, por favor: Contato eletrônico (e-mail) o mais atualizado e o mais direto possível com os seguintes gestores: - Todos os pró-reitores da universidade - Diretores de todas as unidades acadêmicas localizadas no CÂMPUS SEDE desta universidade (centros, escolas, faculdades, institutos, núcleos, diretoria do câmpus etc, SEM INCLUIR AS SUBDIVISÕES em departamentos e coordenações de cursos). - Diretores das seguintes unidades não acadêmicas (as que existirem na universidade): Biblioteca Central, Centro de Tecnologia da Informação (ou, se houver outro nome, a unidade que dá suporte institucional na área de computação, redes, informática), Editora(s), Museu(s), Ouvidoria. Grata.;government
Solicito informações acerca dos questionamentos que seguem anexo. Por se tratar sobre a gestão de documentos e a produção de documentos arquivísticos digitais nessa instituição, sugiro que as questões sejam respondidas pelo responsável pelo Setor de Arquivo/Gestão de Documentos e/ou pelo responsável pelo Setor de TI da instituição no que compete às atribuições desta unidade.;government
solicito informações sobre aposentadorias na gerência executiva de pelotas no rio grande do sul até o presente momento.;government
Venho, por meio deste, requisitar, com fundamento no artigo 4º da Lei nº 9.028/95 c/c o artigo 37, §3º, da Medida Provisória nº 2.293-43/01, no artigo 37, inciso XIII, da Lei nº 13.327/2016, e na Portaria nº 1.547 da Advocacia-Geral da União (de 29.10.2008), informações sobre a declaração em anexo, assinada pela GERENTE SETORIAL DE RECURSOS HUMANOS RH/PN/E&P/UO-SEAL, formulando-se os seguintes quesitos: a) detalhar qual foi o interesse da Companhia na remoção do empregado público PAULO MARINHO DE PAIVA NETO de Maceió para Aracaju, b) o empregado em questão chegou a formular algum pedido (ainda que informal) para que fosse removido para o Estado de Sergipe? c) o empregado em comento possui algum vínculo (familiar, político etc) no Estado de Sergipe? CARLOS ANDRÉ STUDART PEREIRA PROCURADOR FEDERAL Matrícula 1553150;government
Prezados, Não consigo realizar o meu aditamento do FIES. Entrei no site com CPF e senha, confirmei meu endereço, e-mail, e apareceu a mensagem informando que chegaria um e-mail para que eu pudesse entrar no site novamente e realizar o aditamento. Fiz isso, porém, chegou o e-mail mas continuo não conseguindo realizar o aditamento. Aparece a mensagem: Verifique seu e-mail. Eu gostaria de saber se não dá certo porque estou devendo. Desde já, agradeço.;academic
Ao núcleo de concursos desta universidade, Sou Rosana de Paula, acadêmica do curso de psicologia da Universidade Federal do Paraná. Faço um trabalho junto ao NEAB-UFPR, pesquisando quantas universidades brasileiras têm Cotas Quilombola em seu processo de ingresso na graduação. Venho por meio desta carta solicitar sua contribuição para a pesquisa. Existem Cotas Quilombola nesta instituição? Se existe, poderiam encaminhar-me os editais e resoluções. Já fiz a pesquisa pelo site e nem sempre esses editais e resoluções estão disponíveis. Cordialmente, Rosana de Paula Email: psicosanna@gmail.com;academic
"Prezado(a), Gostaria de solicitar os dados em formato Excel do CAUC (Serviço Auxiliar de Informações para Transferências Voluntárias) referentes ao ""Relatório da Situação de Vários Entes Federados"" para os municípios de todos os 27 estados brasileiros, abrangência ""CNPJ principal dos entes federados"" & abrangência ""Conjunto de CNPJ de órgãos de administração direta"". No site ""https://sti.tesouro.gov.br/cauc/index.jsf"", em ""Relatório da Situação de Vários Entes Federados"", podemos baixar um PDF por estado (para os municípios de cada estado). Gostaria de receber essa informação em Excel. Muito obrigada.";academic
Prezados, O pedido constante no NUP 00407.0476412016-21 já foi enviado ao MPGOG? Há um número de protocolo naquele órgão para acompanhamento? Qual? Att.;private
"Boa tarde!!! Sou Diretor de Assuntos Jurídicos do SindGESTOR, CNPJ 05.790.591/0001-61, devidamente cadastrado no Ministério do Trabalho. A Consolidação das Leis Trabalhistas, prevê a possibilidade de desconto do ""imposto sindical"" dos trabalhadores, em valor correspondente a 1 dia de trabalho, no mês de março de cada ano. Considerando que a reforma trabalhista pôs fim à compulsoriedade do desconto, gostaria de saber: a) se o empregado pode autorizar o desconto de valor inferior ao previsto no art. 582 c/c 580, I da CLT, b) se a Assembleia Geral do Sindicato pode aprovar desconto em valor inferior ao de 1 (um) dia de trabalho, c) sendo autorizada tal redução, qual seria a consequência em relação aos repasses devidos às entidades do sistema sindical e outras destinações legais (Federações, Confederações, Conta especial emprego e salário - CLT art. 589, I, ""a"" a ""d"", II, ""a"" a ""d"")? Pergunta-se, ainda, com a instituição da facultatividade do pagamento do ""imposto sindical"", se a legitimação do Sindicato para representar ou substituir os sindicalizados em juízo ou fora dele, abrangerá toda a categoria de empregados, ou apenas os sindicalizados, em dia com o recolhimento do ""imposto sindical"", especialmente no que concerne aos efeitos do art. 592, II da CLT. Pergunta-se, diante da instituição da facultatividade do pagamento do ""imposto sindical"", como fica a obrigatoriedade do art. 605, da CLT, que prevê: ""As entidades sindicais são obrigadas a promover a publicação de editais concernentes ao recolhimento do imposto sindical, durante 3 (três) dias, nos jornais de maior circulação local e até 10 (dez) dias da data fixada para depósito bancário"". Pergunta-se, diante do que prevê a CLT, art. 606 e § 2º do mesmo artigo, se os valores atrasados referentes aos exercícios anteriores à reforma trabalhista, continuam a gozar das mesmas prerrogativas fazendárias.";government
Bom dia. Gostaria de saber se o referido órgão participou do IGovTI 2014, e em caso afirmativo, se poderia disponibilizar os resultados. Sou graduando em Sistemas de Informação, pela Universidade Federal de Sergipe, e estou elaborando o meu TCC com base nos dados solicitados. Desde já, agradeço a vossa atenção. Att, Danillo.;government
Solicito cópia da ata da reunião do Conselho do Departamento de Letras Vernáculas da Universidade Federal de Sergipe ocorrida em 03/04/2017, com base na lei 12.527, artigo 10.;government
Prezados, solicito as seguintes informações: 1. Cópia da Portaria de Criação do Serviço, 2. Cópia do Regimento Interno do SIC, 3. Quadro de servidores com cargos e competências, 4. Se o SIC é um Órgão Suplementar, Unidade Administrativa, Coordenação ou outra denominação, 5. A quem o SIC está subordinado, 5. Se o SIC dispõe de FG1, FG2,FG4, CD4 e suas relações com funções e cargos, Atenciosamente, Maicon Bruno --;academic
Efetuei a compra de um veiculo 0KM e tive um sinistro de roubo antes dos 90 dias, tenho direito ao reembolso do valor sobre o carro zero ou semi novo? Minha seguradora é Liberty. Minha apólice determina o valor da tabe fipe 100%.;private
Solicito a informação nominal dos profissionais efetivos da EBSERH com cargo de ENFERMEIRO - VIGILANCIA.;government
Fiz um contrato com uma operadora e foi exigido a fidelidade por 12 meses e caso não cumprisse multa financeira seria aplicada. Procede esta prática?;government
Solicito: 1) Quantos e quais Acordos, Carta de Intenções, Memorando de Entendimento no âmbito do Ministério, que envolvem o Brasil, China e índia desde 2007 até 2017, foram assinados, 2) Áreas e subáreas de conhecimento contempladas nesses acordos, 3) Instituições brasileiras que fizeram parte dos projetos contemplados nesses acordos e nos editais conjuntos que vieram a ser publicados.;academic
Requisitamos acesso às informações listadas abaixo, referentes ao processo de consolidação de atos normativos previsto pela Lei Complementar 95/98. Para facilitar a compreensão da resposta, requisita-se que os itens sejam respondidos separadamente, indicando o número a que se refere. 1 – Houve já alguma iniciativa de consolidação de normas no âmbito do ministério, nos termos do art. 16 da Lei Complementar 95/98? 1.1 – Caso sim: 1.1.1 – Quando foi instaurado? Ainda está vigência/funcionamento? 1.1.2 – Qual foi o ato administrativo que instaurou a iniciativa? 1.1.3 – Qual foi o resultado da iniciativa? 1.1.3.1 – Houve remessa dos textos consolidados para a Presidência da República? 1.1.3.1.1 – Caso sim: 1.1.3.1.1.1 – Quando? 1.1.3.1.1.2 – Requisita-se acesso ao inteiro teor digitalizado destes textos, 1.1.3.1.2 – Caso não, por quais motivos, de fato e de direito, não houve a remessa em questão? 1.2 – Caso não, por quais motivos, de fato e de direito, não houve a instauração de iniciativa no ministério para a consolidação de atos normativos?;private
Ao núcleo de concursos desta universidade, Sou Rosana de Paula, acadêmica do curso de psicologia da Universidade Federal do Paraná. Faço um trabalho junto ao NEAB-UFPR, pesquisando quantas universidades brasileiras têm Cotas Quilombola em seu processo de ingresso na graduação. Venho por meio desta carta solicitar sua contribuição para a pesquisa. Existem Cotas Quilombola nesta instituição? Se existe, poderiam encaminhar-me os editais e resoluções. Já fiz a pesquisa pelo site e nem sempre esses editais e resoluções estão disponíveis. Cordialmente, Rosana de Paula Email: psicosanna@gmail.com;academic
Prezados Gostaria de saber qual o quantitativo de vagas livres e ocupadas para o cargo de Técnico em Secretariado.;private
Gostaria saber como obter a 4ª edição do Manual de Saneamento para ser utilizado como recurso didático em sala de aula;academic
Gostaria de ter acesso à Nota Técnica nº 0113/2008-SFE/ANEEL que consta no processo nº 48500.000893/2008-44. O formato pode ser eletrônico (por exemplo pdf), não há necessidade de cópia física. O motivo desse arquivo é para compor um trabalho confidencial que meu empregador está desenvolvendo;private
Cópia do inteiro teor do procedimento de conciliação na Câmara de Conciliação e Arbitragem da Administração Federal (CCAF), a fim de dirimir controvérsia referente a não observação pela Secretaria de Educação do Distrito Federal das disposições da Lei nº 4.084/1962, o qual o Conselho Regional de Biblioteconomia da Primeira Região (CRB-1) observou por meio de fiscalização, o exercício de atribuições privativas de bibliotecário por servidores do GDF sem graduação em Biblioteconomia. Incluindo o resultado do procedimento e sua fase atual, tombado sob o n. 00688.000497/2016-50;government
Para fazer pedido de prescrição de multa, pode ser em qualquer posto da PRF? Quais os documentos são necessários levar?;government
Solicita envio do arquivo da proposta institucional (na íntegra) do PIBID submetida ao Edital CAPES n.º 061/2013, para fins de desenvolvimento de pesquisa acadêmica.;academic
Solicito informações sobre o Ano/Período que o instituto começou a adotar Política de Ação Afirmativa para ingressos de estudantes na instituição. Caso tenha adotado no período que antecede a Lei N.12.711/2012 peço que seja encaminhada documento (Resolução, Instrução Normativa, Edital, entre outros que regulamentava a política na instituição).;government
Gostaria de cópia dos Pareces jurídicos juntados ao Processo: 48500.005160/2012-82 - Volume 1 e Volume 2. PROCEDÊNCIA/INTERESSADO:UPERINTENDÊNCIA DE FISCALIZAÇÃO DOS SERVIÇOS DE ELETRICIDADE - SFE. ASSUNTO:PROCEDIMENTOS ESPECIAIS PARA FISCALIZAÇÃO DURANTE O PERÍODO DE INTERVENÇÃO PELA ANEEL NAS CONCESSIONÁRIAS DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA CELTINS, ENERSUL, CEMAT, CFLO, CAIUÁ-DIS, EEB, EDEVP E CNEE. LOCALIZAÇÃO ATUAL:SRD;academic
Relatório detalhado de despesas públicas relativas à atividades de combate ao crime organizado, relativo aos períodos de 2008 a 2019, envolvendo todas as forças de segurança e translado de criminosos, tanto dentro quanto fora do Brasil.;academic
Boa noite! 1) Gostaria de ter acesso aos dados referentes a entrada de Venezuelanos no Brasil nos anos de 2015, 2016, 2017 e 2018. 2)Também gostaria de ter acesso aos dados referentes ao processo de interiorização, de modo que eu possa acompanhar este processo desde as etapas iniciais até a última. Gostaria de saber quantos venezuelanos estão passando por este processo de interiorização e para onde estão indo. 3) Também gostaria de saber quantos abrigos existem atualmente em Roraima e no Amazonas, quantos estão em construção e quantos venezuelanos são atendidos por estes abrigos. Seria importante saber também quem está administrando cada abrigo, pois, segundo fui informado por venezuelanos em Roraima, que, apesar de a administração ser feita pelo exército, a de alguns abrigos é feita em colaboração com ONG's ligadas aos Direitos Humanos e à Igreja Católica. Estou fazendo uma pesquisa sobre a imigração venezuelana em Roraima, onde busco fazer uma radiografia sobre a imigração no estado, comparando diferentes aspectos que se relacionam com esta temática. Por isso, gostaria de ter acesso a estes dados para contrastar com outros dados já coletados em pesquisa de campo realizada anteriormente.;academic
Prezados responsáveis, boa tarde! Solicito algumas informações para completar um estudo que estou fazendo. Gostaria que me informassem: Nome Formação Nível de escolaridade Dos servidores ocupantes do cargo de auditor, previsto na lei 11.091/2005, junto a esta instituição. Desde já grata. Cordialmente,;government
Sou graduada bacharel em Logistica e gostaria de fazer o superior de tecnologia em analise desenvolvimento de sistemas campus Gaspar. Como ja sou formada e ja fiz a prova do enem para a inscrição na minha graduação, não teria como utilizar o resultado desta prova, para minha inscrição no curso.;private
Nos termos do inciso XXXIII, do art. 5º da CF, in. II § 3º, art. 37 da CF e § 2º, art.216 CF, bem como, com fulcro na Lei 12.527 de 18 de novembro de 2011 3 Decreto nº 7.724 de 16 de maio de 2012, Solicito: Informação da empresa, ou das empresas contratadas pelo DPRF , no município de Guarapuava/PR, nos anos de 2001, 2002, 2003, 2004, 2005, 2006, 2007 e 2008, independentemente da modalidade de licitação, se por dispensa ou não, para fornecimento de combustíveis e abastecimento dos veículos da POLÍCIA RODOVIÁRIA FEDERAL, em Guarapuava/PR, identificando: ANO DA CONTRATAÇÃO, CNPJ DA EMPRESA CONTRATADA, NOME DA EMPRESA, NÚMERO DO CONTRATO, NÚMERO DO CONTRATO ADITIVO SE EXISTIU E ANO EM QUE SE DEU, NÚMERO DO CONTRATO POR DISPENSA DE LICITAÇÃO SE OCORREU A CONTRATAÇÃO POR DISPENSA E O ANO EM QUE OCORREU.;government
Gostaria de ter acesso a quantidade de códigos de vagas ocupados e vagos do cargo de Técnico em Assuntos Educacionais da Universidade Federal do Pernambuco.;government
Boa Noite , Solicito a informação do número de aposentadorias realizadas no plano de apoio a aposentadoria (PAA)da caixa econômica federal do ano de 2015 e 2016 referente ao polo de viçosa /mg que engloba as cidades de Raul Soares, Rio casca, Ponte Nova, Ubá, Visconde do Rio Banco , Tocantins, Rio Pombo e Viçosa.;academic
Prezados Servidores, conduzo uma pesquisa em meio ambiente e preciso acessar informações sobre projetos de restauração florestal realizados no Estado do Pará. Por favor, gostaria de acessar as seguintes informações no bojo da restauração florestal realizada por pesquisadores da UFOPA: Nome do pesquisador, contato do pesquisador, data do projeto, quantitativo de hectares restaurados ou em restauração, nome do município onde a restauração florestal foi realizada. Desde já agradeço pela atenção;academic
Em consulta ao Ministério do Planejamento, Orçamento e Gestão sobre o quantitativo de servidores com deficiência registrados no SIAPE, recebi os dados consolidados em tabela anexa. No entanto, devido à realização de tese sobre o tema “Reserva legal de vagas para pessoas com deficiência em concursos públicos”, fui orientada por esse Ministério a encaminhar pleito diretamente aos setores uma vez que detém o registro das reservas de vagas destinadas nos processos seletivos sob sua responsabilidade. Dessa forma, encaminho anexo o quantitativo de servidores com deficiência de acordo com dados do SIAPE e solicito informações sobre o total desses servidores (até 31/12/2015) que ingressaram por meio da reserva legal de vagas em concurso público. Solicito, ainda, o total de servidores públicos atuantes na instituição em data de 31/12/2015. Grata.;government
Solicito através deste encaminhamento, as regras dos últimos planos de demissão assistida (PDA) deste órgão.;academic
Montante empregado pelo órgão na aquisição de passagens aéreas e na concessão de diárias, no exercício financeiro de 2017.;academic
